#,TYPE,Bill No.,PONUM,DOCNUM,Document Date,Doc Due Date,Bill Type,itemcode/gl,Item Name,UOM,ItemGroup,HSN/sac,Bill Quantity,BASICVAL,LINETOTAL,Bill Value,TAX_RATE,TAXCODE,CGST,SGST,IGST,TCS,FREIGHT,Customer Code,Customer Name,Customer  Ref No.,Sale Employee Name,Bill To GSTIN,Ship To GSTIN,SHIP_TO_STATENAME,SHIP_TO_CITY,BILL_TO_STATENAME,BILL_TO_CITY,ADDRESS,SHIPTOADDRESS,BRANCH,WAREHOUSE,ORDER_NO,ORDER_DATE,ORDER_REF_NO,DELIVERY_DATE,STATUS,CREDIT_NOTE_CATEGORY,REMARKS,ORIGINAL_INVOICE_REFNO,WITHOUTQTY_POSTING,Tracking No
61,AR Invoice,Pri17,,17,12/05/2006,11/06/2006,I,P10004,PC Set 2,,Items,85.24.9111,2,105875,211750,1070290.54,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,17,20/04/06,,30/04/06,Closed,,Based On Sales Quotations 19. Based On Sales Orders 17. Based On Deliveries 17.,,,
62,AR Invoice,Pri17,,17,12/05/2006,11/06/2006,I,P10003,PC Set 1,,PC,85.24.9111,2,98000,196000,1070290.54,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,17,20/04/06,,30/04/06,Closed,,Based On Sales Quotations 19. Based On Sales Orders 17. Based On Deliveries 17.,,,
63,AR Invoice,Pri17,,17,12/05/2006,11/06/2006,I,P10002,"""""PC - P4 2.4G, DDR 1024M, 400G HD""",,PC,85.24.9111,1,77500,77500,1070290.54,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,17,20/04/06,,30/04/06,Closed,,Based On Sales Quotations 19. Based On Sales Orders 17. Based On Deliveries 17.,,,
64,AR Invoice,Pri17,,17,12/05/2006,11/06/2006,I,P10001,"""""PC - P4 2.4G, DDR 512M, 400G HD""",,PC,85.24.9111,1,80875,80875,1070290.54,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,17,20/04/06,,30/04/06,Closed,,Based On Sales Quotations 19. Based On Sales Orders 17. Based On Deliveries 17.,,,
65,AR Invoice,Pri17,,17,12/05/2006,11/06/2006,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,8,16875,135000,1070290.54,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,17,20/04/06,,30/04/06,Closed,,Based On Sales Quotations 19. Based On Sales Orders 17. Based On Deliveries 17.,,,
66,AR Invoice,Pri17,,17,12/05/2006,11/06/2006,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,8,22500,180000,1070290.54,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,17,20/04/06,,30/04/06,Closed,,Based On Sales Quotations 19. Based On Sales Orders 17. Based On Deliveries 17.,,,
67,AR Invoice,Pri18,,18,22/05/2006,21/06/2006,I,P10003,PC Set 1,,PC,85.24.9111,2,137200,274400,1705738.07,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,18,30/04/06,,10/05/06,Closed,,Based On Sales Quotations 20. Based On Sales Orders 18. Based On Deliveries 18.,,,
68,AR Invoice,Pri18,,18,22/05/2006,21/06/2006,I,P10004,PC Set 2,,Items,85.24.9111,2,148225,296450,1705738.07,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,18,30/04/06,,10/05/06,Closed,,Based On Sales Quotations 20. Based On Sales Orders 18. Based On Deliveries 18.,,,
69,AR Invoice,Pri18,,18,22/05/2006,21/06/2006,I,S10000,Server Point 10000,,Servers,,7,145075,1015525,1705738.07,0,CST@4,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,18,30/04/06,,10/05/06,Closed,,Based On Sales Quotations 20. Based On Sales Orders 18. Based On Deliveries 18.,,,
70,AR Invoice,Pri19,,19,06/06/2006,06/07/2006,I,C00005,WLAN Card,,Items,84.71.3010,12,4050,48600,1277767.29,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,19,15/05/06,,25/05/06,Closed,,Based On Sales Quotations 21. Based On Sales Orders 19. Based On Deliveries 19.,,,
71,AR Invoice,Pri19,,19,06/06/2006,06/07/2006,I,C00002,Motherboard P4 Turbo - Asus Chipset,,Items,84.71.3010,12,20250,243000,1277767.29,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,19,15/05/06,,25/05/06,Closed,,Based On Sales Quotations 21. Based On Sales Orders 19. Based On Deliveries 19.,,,
72,AR Invoice,Pri19,,19,06/06/2006,06/07/2006,I,C00003,Intel P4 2.4 GhZ,,Items,84.71.3010,16,8775,140400,1277767.29,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,19,15/05/06,,25/05/06,Closed,,Based On Sales Quotations 21. Based On Sales Orders 19. Based On Deliveries 19.,,,
73,AR Invoice,Pri19,,19,06/06/2006,06/07/2006,I,A00004,HP Color Laser Jet 5,,Rainbow Printers,84.71.6021,8,33750,270000,1277767.29,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,19,15/05/06,,25/05/06,Closed,,Based On Sales Quotations 21. Based On Sales Orders 19. Based On Deliveries 19.,,,
74,AR Invoice,Pri19,,19,06/06/2006,06/07/2006,I,A00005,HP Color Laser Jet 4,,Rainbow Printers,84.71.6021,15,27000,405000,1277767.29,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,19,15/05/06,,25/05/06,Closed,,Based On Sales Quotations 21. Based On Sales Orders 19. Based On Deliveries 19.,,,
75,AR Invoice,Pri20,,20,11/06/2006,11/07/2006,I,B10000,Printer Label,,Items,,200,67.5,13500,1122823.43,0,VAT@12.5,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,20,20/05/06,,30/05/06,Closed,,Based On Sales Quotations 22. Based On Sales Orders 20. Based On Deliveries 20.,,,
76,AR Invoice,Pri20,,20,11/06/2006,11/07/2006,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,10,27000,270000,1122823.43,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,20,20/05/06,,30/05/06,Closed,,Based On Sales Quotations 22. Based On Sales Orders 20. Based On Deliveries 20.,,,
77,AR Invoice,Pri20,,20,11/06/2006,11/07/2006,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,8,13500,108000,1122823.43,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,20,20/05/06,,30/05/06,Closed,,Based On Sales Quotations 22. Based On Sales Orders 20. Based On Deliveries 20.,,,
78,AR Invoice,Pri20,,20,11/06/2006,11/07/2006,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,5,20250,101250,1122823.43,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,20,20/05/06,,30/05/06,Closed,,Based On Sales Quotations 22. Based On Sales Orders 20. Based On Deliveries 20.,,,
79,AR Invoice,Pri20,,20,11/06/2006,11/07/2006,I,LM4029MC,Memory Chip,,Accessories,85.24.9111,30,3375,101250,1122823.43,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,20,20/05/06,,30/05/06,Closed,,Based On Sales Quotations 22. Based On Sales Orders 20. Based On Deliveries 20.,,,
80,AR Invoice,Pri20,,20,11/06/2006,11/07/2006,I,P10001,"""""PC - P4 2.4G, DDR 512M, 400G HD""",,PC,85.24.9111,2,97050,194100,1122823.43,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,20,20/05/06,,30/05/06,Closed,,Based On Sales Quotations 22. Based On Sales Orders 20. Based On Deliveries 20.,,,
81,AR Invoice,Pri20,,20,11/06/2006,11/07/2006,I,P10002,"""""PC - P4 2.4G, DDR 1024M, 400G HD""",,PC,85.24.9111,2,93000,186000,1122823.43,0,BED+VAT,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,20,20/05/06,,30/05/06,Closed,,Based On Sales Quotations 22. Based On Sales Orders 20. Based On Deliveries 20.,,,
82,AR Invoice,Pri21,,21,16/06/2006,15/08/2006,I,S10000,Server Point 10000,,Servers,,5,103625,518125,1158600.31,0,CST@4,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,21,25/05/06,,04/06/06,Closed,,Based On Sales Quotations 23. Based On Sales Orders 21. Based On Deliveries 21.,,,
83,AR Invoice,Pri21,,21,16/06/2006,15/08/2006,I,P10003,PC Set 1,,PC,85.24.9111,3,98000,294000,1158600.31,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,21,25/05/06,,04/06/06,Closed,,Based On Sales Quotations 23. Based On Sales Orders 21. Based On Deliveries 21.,,,
84,AR Invoice,Pri21,,21,16/06/2006,15/08/2006,I,P10002,"""""PC - P4 2.4G, DDR 1024M, 400G HD""",,PC,85.24.9111,3,77500,232500,1158600.31,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,21,25/05/06,,04/06/06,Closed,,Based On Sales Quotations 23. Based On Sales Orders 21. Based On Deliveries 21.,,,
85,AR Invoice,Pri22,,22,23/06/2006,23/07/2006,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,8,16875,135000,317820.68,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,22,01/06/06,,11/06/06,Closed,,Based On Sales Quotations 24. Based On Sales Orders 22. Based On Deliveries 22.,,,
86,AR Invoice,Pri22,,22,23/06/2006,23/07/2006,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,12,11250,135000,317820.68,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,22,01/06/06,,11/06/06,Closed,,Based On Sales Quotations 24. Based On Sales Orders 22. Based On Deliveries 22.,,,
87,AR Invoice,Pri23,,23,02/07/2006,01/08/2006,I,LM4029MC,Memory Chip,,Accessories,85.24.9111,10,2812.5,28125,572739.34,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,23,10/06/06,,20/06/06,Closed,,Based On Sales Quotations 25. Based On Sales Orders 23. Based On Deliveries 23.,,,
88,AR Invoice,Pri23,,23,02/07/2006,01/08/2006,I,C00001,Motherboard P4 Turbo,,Items,84.71.3010,20,22500,450000,572739.34,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,23,10/06/06,,20/06/06,Closed,,Based On Sales Quotations 25. Based On Sales Orders 23. Based On Deliveries 23.,,,
89,AR Invoice,Pri23,,23,02/07/2006,01/08/2006,I,C00006,Network Card10/100,,Items,84.71.3010,10,843.75,8437.5,572739.34,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,23,10/06/06,,20/06/06,Closed,,Based On Sales Quotations 25. Based On Sales Orders 23. Based On Deliveries 23.,,,
90,AR Invoice,Pri24,,24,07/07/2006,05/09/2006,I,P10003,PC Set 1,,PC,85.24.9111,3,98000,294000,1026405.2,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,24,15/06/06,,25/06/06,Closed,,Based On Sales Quotations 26. Based On Sales Orders 24. Based On Deliveries 24.,,,
91,AR Invoice,Pri24,,24,07/07/2006,05/09/2006,I,P10004,PC Set 2,,Items,85.24.9111,2,105875,211750,1026405.2,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,24,15/06/06,,25/06/06,Closed,,Based On Sales Quotations 26. Based On Sales Orders 24. Based On Deliveries 24.,,,
92,AR Invoice,Pri24,,24,07/07/2006,05/09/2006,I,S10000,Server Point 10000,,Servers,,4,103625,414500,1026405.2,0,CST@4,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,24,15/06/06,,25/06/06,Closed,,Based On Sales Quotations 26. Based On Sales Orders 24. Based On Deliveries 24.,,,
93,AR Invoice,Pri26,,26,12/07/2006,11/08/2006,I,P10002,"""""PC - P4 2.4G, DDR 1024M, 400G HD""",,PC,85.24.9111,1,93000,93000,1107571.46,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,26,30/06/06,,10/07/06,Closed,,Based On Sales Quotations 28. Based On Sales Orders 26. Based On Deliveries 26.,,,
94,AR Invoice,Pri26,,26,12/07/2006,11/08/2006,I,P10001,"""""PC - P4 2.4G, DDR 512M, 400G HD""",,PC,85.24.9111,1,97050,97050,1107571.46,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,26,30/06/06,,10/07/06,Closed,,Based On Sales Quotations 28. Based On Sales Orders 26. Based On Deliveries 26.,,,
95,AR Invoice,Pri26,,26,12/07/2006,11/08/2006,I,A00005,HP Color Laser Jet 4,,Rainbow Printers,84.71.6021,6,27000,162000,1107571.46,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,26,30/06/06,,10/07/06,Closed,,Based On Sales Quotations 28. Based On Sales Orders 26. Based On Deliveries 26.,,,
96,AR Invoice,Pri26,,26,12/07/2006,11/08/2006,I,A00004,HP Color Laser Jet 5,,Rainbow Printers,84.71.6021,8,33750,270000,1107571.46,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,26,30/06/06,,10/07/06,Closed,,Based On Sales Quotations 28. Based On Sales Orders 26. Based On Deliveries 26.,,,
97,AR Invoice,Pri26,,26,12/07/2006,11/08/2006,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,2,20250,40500,1107571.46,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,26,30/06/06,,10/07/06,Closed,,Based On Sales Quotations 28. Based On Sales Orders 26. Based On Deliveries 26.,,,
98,AR Invoice,Pri26,,26,12/07/2006,11/08/2006,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,6,13500,81000,1107571.46,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,26,30/06/06,,10/07/06,Closed,,Based On Sales Quotations 28. Based On Sales Orders 26. Based On Deliveries 26.,,,
99,AR Invoice,Pri26,,26,12/07/2006,11/08/2006,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,8,27000,216000,1107571.46,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,26,30/06/06,,10/07/06,Closed,,Based On Sales Quotations 28. Based On Sales Orders 26. Based On Deliveries 26.,,,
100,AR Invoice,Pri25,,25,17/07/2006,16/08/2006,I,LM4029MC,Memory Chip,,Accessories,85.24.9111,5,3937.5,19687.5,1793735.85,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,25,25/06/06,,05/07/06,Closed,,Based On Sales Quotations 27. Based On Sales Orders 25. Based On Deliveries 25.,,,
101,AR Invoice,Pri25,,25,17/07/2006,16/08/2006,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,2,23625,47250,1793735.85,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,25,25/06/06,,05/07/06,Closed,,Based On Sales Quotations 27. Based On Sales Orders 25. Based On Deliveries 25.,,,
102,AR Invoice,Pri25,,25,17/07/2006,16/08/2006,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,2,31500,63000,1793735.85,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,25,25/06/06,,05/07/06,Closed,,Based On Sales Quotations 27. Based On Sales Orders 25. Based On Deliveries 25.,,,
103,AR Invoice,Pri25,,25,17/07/2006,16/08/2006,I,A00006,HP 600 Series Inc,,Rainbow Printers,,50,31500,1575000,1793735.85,0,VAT@4,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,25,25/06/06,,05/07/06,Closed,,Based On Sales Quotations 27. Based On Sales Orders 25. Based On Deliveries 25.,,,
104,AR Invoice,Pri25,,25,17/07/2006,16/08/2006,I,B10000,Printer Label,,Items,,100,78.75,7875,1793735.85,0,VAT@12.5,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,25,25/06/06,,05/07/06,Closed,,Based On Sales Quotations 27. Based On Sales Orders 25. Based On Deliveries 25.,,,
105,AR Invoice,Pri27,,27,22/07/2006,21/08/2006,I,A00006,HP 600 Series Inc,,Rainbow Printers,,10,27000,270000,1627476.7,0,VAT@4,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,27,07/07/06,,20/07/06,Closed,,Based On Sales Quotations 29. Based On Sales Orders 27. Based On Deliveries 27.,,,
106,AR Invoice,Pri27,,27,22/07/2006,21/08/2006,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,10,13500,135000,1627476.7,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,27,07/07/06,,20/07/06,Closed,,Based On Sales Quotations 29. Based On Sales Orders 27. Based On Deliveries 27.,,,
107,AR Invoice,Pri27,,27,22/07/2006,21/08/2006,I,A00004,HP Color Laser Jet 5,,Rainbow Printers,84.71.6021,10,33750,337500,1627476.7,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,27,07/07/06,,20/07/06,Closed,,Based On Sales Quotations 29. Based On Sales Orders 27. Based On Deliveries 27.,,,
108,AR Invoice,Pri27,,27,22/07/2006,21/08/2006,I,P10002,"""""PC - P4 2.4G, DDR 1024M, 400G HD""",,PC,85.24.9111,2,93000,186000,1627476.7,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,27,07/07/06,,20/07/06,Closed,,Based On Sales Quotations 29. Based On Sales Orders 27. Based On Deliveries 27.,,,
109,AR Invoice,Pri27,,27,22/07/2006,21/08/2006,I,P10004,PC Set 2,,Items,85.24.9111,4,127050,508200,1627476.7,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,27,07/07/06,,20/07/06,Closed,,Based On Sales Quotations 29. Based On Sales Orders 27. Based On Deliveries 27.,,,
110,AR Invoice,Pri28,,28,22/07/2006,20/09/2006,I,C00007,Hard Disk Seagate 400 GB,,Items,85.24.9111,15,28125,421875,1299957.05,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,28,11/07/06,,20/07/06,Closed,,Based On Sales Quotations 30. Based On Sales Orders 28. Based On Deliveries 28.,,,
111,AR Invoice,Pri28,,28,22/07/2006,20/09/2006,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,10,16875,168750,1299957.05,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,28,11/07/06,,20/07/06,Closed,,Based On Sales Quotations 30. Based On Sales Orders 28. Based On Deliveries 28.,,,
112,AR Invoice,Pri28,,28,22/07/2006,20/09/2006,I,C00005,WLAN Card,,Items,84.71.3010,15,3375,50625,1299957.05,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,28,11/07/06,,20/07/06,Closed,,Based On Sales Quotations 30. Based On Sales Orders 28. Based On Deliveries 28.,,,
113,AR Invoice,Pri28,,28,22/07/2006,20/09/2006,I,LM4029MC,Memory Chip,,Accessories,85.24.9111,20,2812.5,56250,1299957.05,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,28,11/07/06,,20/07/06,Closed,,Based On Sales Quotations 30. Based On Sales Orders 28. Based On Deliveries 28.,,,
114,AR Invoice,Pri28,,28,22/07/2006,20/09/2006,I,P10001,"""""PC - P4 2.4G, DDR 512M, 400G HD""",,PC,85.24.9111,5,80875,404375,1299957.05,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,28,11/07/06,,20/07/06,Closed,,Based On Sales Quotations 30. Based On Sales Orders 28. Based On Deliveries 28.,,,
115,AR Invoice,Pri28,,28,22/07/2006,20/09/2006,I,B10000,Printer Label,,Items,,50,56.25,2812.5,1299957.05,0,VAT@12.5,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,28,11/07/06,,20/07/06,Closed,,Based On Sales Quotations 30. Based On Sales Orders 28. Based On Deliveries 28.,,,
116,AR Invoice,Pri29,,29,30/07/2006,28/09/2006,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,5,22500,112500,414177.92,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,29,18/07/06,,28/07/06,Closed,,Based On Sales Quotations 31. Based On Sales Orders 29. Based On Deliveries 29.,,,
117,AR Invoice,Pri29,,29,30/07/2006,28/09/2006,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,5,11250,56250,414177.92,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,29,18/07/06,,28/07/06,Closed,,Based On Sales Quotations 31. Based On Sales Orders 29. Based On Deliveries 29.,,,
118,AR Invoice,Pri29,,29,30/07/2006,28/09/2006,I,S10000,Server Point 10000,,Servers,,2,103625,207250,414177.92,0,CST@4,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,29,18/07/06,,28/07/06,Closed,,Based On Sales Quotations 31. Based On Sales Orders 29. Based On Deliveries 29.,,,
119,AR Invoice,Pri30,,30,02/08/2006,01/09/2006,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,10,20250,202500,1460775.43,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,30,23/07/06,,31/07/06,Closed,,Based On Sales Quotations 32. Based On Sales Orders 30. Based On Deliveries 30.,,,
120,AR Invoice,Pri30,,30,02/08/2006,01/09/2006,I,A00004,HP Color Laser Jet 5,,Rainbow Printers,84.71.6021,5,33750,168750,1460775.43,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,30,23/07/06,,31/07/06,Closed,,Based On Sales Quotations 32. Based On Sales Orders 30. Based On Deliveries 30.,,,
121,AR Invoice,Pri30,,30,02/08/2006,01/09/2006,I,C00001,Motherboard P4 Turbo,,Items,84.71.3010,15,27000,405000,1460775.43,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,30,23/07/06,,31/07/06,Closed,,Based On Sales Quotations 32. Based On Sales Orders 30. Based On Deliveries 30.,,,
122,AR Invoice,Pri30,,30,02/08/2006,01/09/2006,I,P10004,PC Set 2,,Items,85.24.9111,2,127050,254100,1460775.43,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,30,23/07/06,,31/07/06,Closed,,Based On Sales Quotations 32. Based On Sales Orders 30. Based On Deliveries 30.,,,
